masked sentence,expected
Blue eyes are as light and as [MASK] as ice stared into hers before his glance moved slowly downwards deliberately insulting.,frozen
I stepped on a twig which made a noise that seemed as [MASK] as thunder and I ran back across to my hiding place.,loud
It is as [MASK] as phlogiston and the universal aether.,dead
The back avenue was a secondary way from the house only as [MASK] as a street it ran between a shrubbery and a park - like field until it reached the farmyard wall.,wide
The man was as [MASK] as a seal much as Cleo had expected.,sleek
A typewriter was as [MASK] as a fingerprint or a set of teeth or a gun barrel scoring a bullet.,individual
The blonde girl lay as [MASK] as a corpse on the ground a thread of blood ribboning her temple.,inactive
Although the principles of the techniques are as [MASK] as mathematics itself the ability to solve the complex equations was only available with the advent of electronic computers.,old
Oh you'll be as [MASK] as rain by that time.,right
Anyway she looked as [MASK] as a rose in her tube dress arching her neck turning her flowerlike head pouting professionally smiling.,beautiful
In this context the legal points in Tudor Grange Holdings Limited v Citibank NA 1991 3 WLR 750 were as [MASK] as the ingredients of a hospital dispensary in that they were a mixture of insolvency company law and the Unfair Contract Terms Act 1977.,diverse
Even if you're as [MASK] as a master they still won't give you the top black.,good
I mean now they're as [MASK] as thieves you know.,close
And a bubble blew up under the mud and when the bubble was as [MASK] as an elephant it burst and out popped Mrs Dinwiddie.,big
Some have hearing which is so acute that they can detect insects as [MASK] as a midge up to 60 feet away.,tiny
His eyes were as [MASK] as saucers now.,wide
They looked as [MASK] as maids in May.,fresh
In the dark mourning robes left to him by his grandfather he was as exotic as Valentino as [MASK] as a black prince of the desert.,dangerous
This tree though was as [MASK] as a miracle for it was very tall and bore leaves flowers and fruit all at the same time the leaves were green as emerald the flowers white as snow and the pears fine large and glossy big as your two fists put together.,beautiful
She had done sterling service already and was as [MASK] as a ship can well be which is actually as we have already speculated not quite indifferent after all.,indifferent
She was as [MASK] as gold not making a sound all the way to the dog's home.,good
"Or even if everyone approved , our hope was threatened by war , death or sickness , making it as [MASK] as a sound , swift as a shadow , short as a dream : as brief as lightning in the coal-black night , when it illuminates both heaven and earth in its anger , he said .",fleeting
Brett weighed a mere 1 lb 5oz and was as [MASK] as a watchstrap when he was born seventeen weeks early.,short
"I looked out over the beautiful expanse , bathed in soft yellow moonlight till it was almost as [MASK] as day.",light
